"dialog_id","turn_id","context","target"
"1_00061","8","<|begincontext|><|user|>I'd like to find a place to eat in this city.<|system|>What kind of restaurants are you interested in? Which city should I search?<|user|>Look for burger restaurants in Campbell.<|system|>There's a good restaurant in Campbell called Effie's Restaurant & Bar<|user|>What is Effie's address and do they serve drinks?<|system|>They don't serve drinks but their address is 331 West Hacienda Avenue.<|user|>I'd like to make a reservation there.<|system|>What time would you like your reservation?<|user|>Make it on the 4th of this month please in the evening 6:30.<|system|>Please confirm your request: You'd like to book a table for 2 at Effie's Restaurant & Bar in Campbell at 6:30 pm for next Monday.<|user|>No I'd like a reservation on the 1st.<|system|>Please confirm the city you're booking in is Campbell and the date is for today.<|user|>No the reservation is for 3 people.<|system|>Please confirm: the reservation you want is for 6:30 pm for 3 people.<|beginlastuserutterance|>Yes, sounds good.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>ReserveRestaurant<|endintent|><|beginbelief|>Restaurants^city->Campbell|Restaurants^cuisine->burger|Restaurants^date->the 1st~today|Restaurants^party_size->3|Restaurants^restaurant_name->Effie's Restaurant & Bar|Restaurants^time->6:30 pm~evening 6:30<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>AFFIRM->Restaurants^~<|enduseraction|><|beginaction|>NOTIFY_SUCCESS->Restaurants^~<|endaction|><|beginresponse|>Great, I made the reservation.<|endresponse|><|endtarget|>"
"1_00061","9","<|begincontext|><|user|>I'd like to find a place to eat in this city.<|system|>What kind of restaurants are you interested in? Which city should I search?<|user|>Look for burger restaurants in Campbell.<|system|>There's a good restaurant in Campbell called Effie's Restaurant & Bar<|user|>What is Effie's address and do they serve drinks?<|system|>They don't serve drinks but their address is 331 West Hacienda Avenue.<|user|>I'd like to make a reservation there.<|system|>What time would you like your reservation?<|user|>Make it on the 4th of this month please in the evening 6:30.<|system|>Please confirm your request: You'd like to book a table for 2 at Effie's Restaurant & Bar in Campbell at 6:30 pm for next Monday.<|user|>No I'd like a reservation on the 1st.<|system|>Please confirm the city you're booking in is Campbell and the date is for today.<|user|>No the reservation is for 3 people.<|system|>Please confirm: the reservation you want is for 6:30 pm for 3 people.<|user|>Yes, sounds good.<|system|>Great, I made the reservation.<|beginlastuserutterance|>Do they play live music and what is their phone number?<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>ReserveRestaurant<|endintent|><|beginrequestedslots|>Restaurants^has_live_music|Restaurants^phone_number<|endrequestedslots|><|beginbelief|>Restaurants^city->Campbell|Restaurants^cuisine->burger|Restaurants^date->the 1st~today|Restaurants^party_size->3|Restaurants^restaurant_name->Effie's Restaurant & Bar|Restaurants^time->6:30 pm~evening 6:30<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>REQUEST->Restaurants^has_live_music~|REQUEST->Restaurants^phone_number~<|enduseraction|><|beginaction|>INFORM->Restaurants^phone_number~408-374-3400|INFORM->Restaurants^has_live_music~False<|endaction|><|beginresponse|>Their phone number is 408-374-3400 and they don't have live music.<|endresponse|><|endtarget|>"
"1_00061","10","<|begincontext|><|user|>I'd like to find a place to eat in this city.<|system|>What kind of restaurants are you interested in? Which city should I search?<|user|>Look for burger restaurants in Campbell.<|system|>There's a good restaurant in Campbell called Effie's Restaurant & Bar<|user|>What is Effie's address and do they serve drinks?<|system|>They don't serve drinks but their address is 331 West Hacienda Avenue.<|user|>I'd like to make a reservation there.<|system|>What time would you like your reservation?<|user|>Make it on the 4th of this month please in the evening 6:30.<|system|>Please confirm your request: You'd like to book a table for 2 at Effie's Restaurant & Bar in Campbell at 6:30 pm for next Monday.<|user|>No I'd like a reservation on the 1st.<|system|>Please confirm the city you're booking in is Campbell and the date is for today.<|user|>No the reservation is for 3 people.<|system|>Please confirm: the reservation you want is for 6:30 pm for 3 people.<|user|>Yes, sounds good.<|system|>Great, I made the reservation.<|user|>Do they play live music and what is their phone number?<|system|>Their phone number is 408-374-3400 and they don't have live music.<|beginlastuserutterance|>Thanks, that's all.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>ReserveRestaurant<|endintent|><|beginbelief|>Restaurants^city->Campbell|Restaurants^cuisine->burger|Restaurants^date->the 1st~today|Restaurants^party_size->3|Restaurants^restaurant_name->Effie's Restaurant & Bar|Restaurants^time->6:30 pm~evening 6:30<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>THANK_YOU->Restaurants^~|GOODBYE->Restaurants^~<|enduseraction|><|beginaction|>GOODBYE->Restaurants^~<|endaction|><|beginresponse|>Have a great day.<|endresponse|><|endtarget|>"
"1_00062","1","<|begincontext|><|beginlastuserutterance|>What would be a good place to eat?<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>FindRestaurants<|endintent|><|beginbelief|><|endbelief|><|enddst|><|enddsts|><|beginuseraction|>INFORM_INTENT->Restaurants^intent~FindRestaurants<|enduseraction|><|beginaction|>REQUEST->Restaurants^cuisine~Mexican~American|REQUEST->Restaurants^city~<|endaction|><|beginresponse|>What sort of food are you looking for? Mexican, American, etc? And which city should I search in?<|endresponse|><|endtarget|>"
"1_00062","2","<|begincontext|><|user|>What would be a good place to eat?<|system|>What sort of food are you looking for? Mexican, American, etc? And which city should I search in?<|beginlastuserutterance|>I want some Noodles, and search in Berkeley.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>FindRestaurants<|endintent|><|beginbelief|>Restaurants^city->Berkeley|Restaurants^cuisine->Noodles<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>INFORM->Restaurants^cuisine~Noodles|INFORM->Restaurants^city~Berkeley<|enduseraction|><|beginaction|>OFFER->Restaurants^restaurant_name~Crave Asia|OFFER->Restaurants^city~Berkeley|INFORM_COUNT->Restaurants^count~6<|endaction|><|beginresponse|>Upon searching I have found 6 restaurants. There's one called Crave Asia which is pretty nice and situated in Berkeley.<|endresponse|><|endtarget|>"
"1_00062","3","<|begincontext|><|user|>What would be a good place to eat?<|system|>What sort of food are you looking for? Mexican, American, etc? And which city should I search in?<|user|>I want some Noodles, and search in Berkeley.<|system|>Upon searching I have found 6 restaurants. There's one called Crave Asia which is pretty nice and situated in Berkeley.<|beginlastuserutterance|>Do you have their number? And do they have live music?<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>FindRestaurants<|endintent|><|beginrequestedslots|>Restaurants^has_live_music|Restaurants^phone_number<|endrequestedslots|><|beginbelief|>Restaurants^city->Berkeley|Restaurants^cuisine->Noodles<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>REQUEST->Restaurants^phone_number~|REQUEST->Restaurants^has_live_music~<|enduseraction|><|beginaction|>INFORM->Restaurants^has_live_music~False|INFORM->Restaurants^phone_number~510-558-8367<|endaction|><|beginresponse|>Unfortunately no, they do not have live music, however here is the number: 510-558-8367.<|endresponse|><|endtarget|>"
"1_00062","4","<|begincontext|><|user|>What would be a good place to eat?<|system|>What sort of food are you looking for? Mexican, American, etc? And which city should I search in?<|user|>I want some Noodles, and search in Berkeley.<|system|>Upon searching I have found 6 restaurants. There's one called Crave Asia which is pretty nice and situated in Berkeley.<|user|>Do you have their number? And do they have live music?<|system|>Unfortunately no, they do not have live music, however here is the number: 510-558-8367.<|beginlastuserutterance|>I think that works out, make a reservation at the restaurant.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>ReserveRestaurant<|endintent|><|beginbelief|>Restaurants^city->Berkeley|Restaurants^cuisine->Noodles|Restaurants^restaurant_name->Crave Asia<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>INFORM_INTENT->Restaurants^intent~ReserveRestaurant|SELECT->Restaurants^~<|enduseraction|><|beginaction|>REQUEST->Restaurants^time~<|endaction|><|beginresponse|>What time should the reservation be for?<|endresponse|><|endtarget|>"
"1_00062","5","<|begincontext|><|user|>What would be a good place to eat?<|system|>What sort of food are you looking for? Mexican, American, etc? And which city should I search in?<|user|>I want some Noodles, and search in Berkeley.<|system|>Upon searching I have found 6 restaurants. There's one called Crave Asia which is pretty nice and situated in Berkeley.<|user|>Do you have their number? And do they have live music?<|system|>Unfortunately no, they do not have live music, however here is the number: 510-558-8367.<|user|>I think that works out, make a reservation at the restaurant.<|system|>What time should the reservation be for?<|beginlastuserutterance|>11:30 in the morning seems good.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>ReserveRestaurant<|endintent|><|beginbelief|>Restaurants^city->Berkeley|Restaurants^cuisine->Noodles|Restaurants^restaurant_name->Crave Asia|Restaurants^time->11:30 in the morning<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>INFORM->Restaurants^time~11:30 in the morning<|enduseraction|><|beginaction|>CONFIRM->Restaurants^restaurant_name~Crave Asia|CONFIRM->Restaurants^city~Berkeley|CONFIRM->Restaurants^time~11:30 AM|CONFIRM->Restaurants^date~today|CONFIRM->Restaurants^party_size~2<|endaction|><|beginresponse|>Okay, please confirm the details one more time: Booking a table for 2 people at Crave Asia in Berkeley, the reservation should be for 11:30 AM and the date is today, correct?<|endresponse|><|endtarget|>"
"1_00062","6","<|begincontext|><|user|>What would be a good place to eat?<|system|>What sort of food are you looking for? Mexican, American, etc? And which city should I search in?<|user|>I want some Noodles, and search in Berkeley.<|system|>Upon searching I have found 6 restaurants. There's one called Crave Asia which is pretty nice and situated in Berkeley.<|user|>Do you have their number? And do they have live music?<|system|>Unfortunately no, they do not have live music, however here is the number: 510-558-8367.<|user|>I think that works out, make a reservation at the restaurant.<|system|>What time should the reservation be for?<|user|>11:30 in the morning seems good.<|system|>Okay, please confirm the details one more time: Booking a table for 2 people at Crave Asia in Berkeley, the reservation should be for 11:30 AM and the date is today, correct?<|beginlastuserutterance|>Yeah, that's good. Do they serve liquor, and what is their address?<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>ReserveRestaurant<|endintent|><|beginrequestedslots|>Restaurants^serves_alcohol|Restaurants^street_address<|endrequestedslots|><|beginbelief|>Restaurants^city->Berkeley|Restaurants^cuisine->Noodles|Restaurants^date->today|Restaurants^party_size->2|Restaurants^restaurant_name->Crave Asia|Restaurants^time->11:30 AM~11:30 in the morning<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>REQUEST->Restaurants^serves_alcohol~|REQUEST->Restaurants^street_address~|AFFIRM->Restaurants^~<|enduseraction|><|beginaction|>INFORM->Restaurants^street_address~1301 San Pablo Avenue|INFORM->Restaurants^serves_alcohol~False|NOTIFY_SUCCESS->Restaurants^~<|endaction|><|beginresponse|>Your reservation is successful. Their address is 1301 San Pablo Avenue and no, they do not serve alcohol.<|endresponse|><|endtarget|>"
"1_00062","7","<|begincontext|><|user|>What would be a good place to eat?<|system|>What sort of food are you looking for? Mexican, American, etc? And which city should I search in?<|user|>I want some Noodles, and search in Berkeley.<|system|>Upon searching I have found 6 restaurants. There's one called Crave Asia which is pretty nice and situated in Berkeley.<|user|>Do you have their number? And do they have live music?<|system|>Unfortunately no, they do not have live music, however here is the number: 510-558-8367.<|user|>I think that works out, make a reservation at the restaurant.<|system|>What time should the reservation be for?<|user|>11:30 in the morning seems good.<|system|>Okay, please confirm the details one more time: Booking a table for 2 people at Crave Asia in Berkeley, the reservation should be for 11:30 AM and the date is today, correct?<|user|>Yeah, that's good. Do they serve liquor, and what is their address?<|system|>Your reservation is successful. Their address is 1301 San Pablo Avenue and no, they do not serve alcohol.<|beginlastuserutterance|>Okay, thank you very much.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>ReserveRestaurant<|endintent|><|beginbelief|>Restaurants^city->Berkeley|Restaurants^cuisine->Noodles|Restaurants^date->today|Restaurants^party_size->2|Restaurants^restaurant_name->Crave Asia|Restaurants^time->11:30 AM~11:30 in the morning<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>THANK_YOU->Restaurants^~<|enduseraction|><|beginaction|>REQ_MORE->Restaurants^~<|endaction|><|beginresponse|>Is there anything else you want help with?<|endresponse|><|endtarget|>"
"1_00062","8","<|begincontext|><|user|>What would be a good place to eat?<|system|>What sort of food are you looking for? Mexican, American, etc? And which city should I search in?<|user|>I want some Noodles, and search in Berkeley.<|system|>Upon searching I have found 6 restaurants. There's one called Crave Asia which is pretty nice and situated in Berkeley.<|user|>Do you have their number? And do they have live music?<|system|>Unfortunately no, they do not have live music, however here is the number: 510-558-8367.<|user|>I think that works out, make a reservation at the restaurant.<|system|>What time should the reservation be for?<|user|>11:30 in the morning seems good.<|system|>Okay, please confirm the details one more time: Booking a table for 2 people at Crave Asia in Berkeley, the reservation should be for 11:30 AM and the date is today, correct?<|user|>Yeah, that's good. Do they serve liquor, and what is their address?<|system|>Your reservation is successful. Their address is 1301 San Pablo Avenue and no, they do not serve alcohol.<|user|>Okay, thank you very much.<|system|>Is there anything else you want help with?<|beginlastuserutterance|>No, I do not. Thank you.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>NONE<|endintent|><|beginbelief|>Restaurants^city->Berkeley|Restaurants^cuisine->Noodles|Restaurants^date->today|Restaurants^party_size->2|Restaurants^restaurant_name->Crave Asia|Restaurants^time->11:30 AM~11:30 in the morning<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>NEGATE->Restaurants^~|THANK_YOU->Restaurants^~<|enduseraction|><|beginaction|>GOODBYE->Restaurants^~<|endaction|><|beginresponse|>Have a great day.<|endresponse|><|endtarget|>"
"1_00063","1","<|begincontext|><|beginlastuserutterance|>I am looking for somewhere to eat? Do you know of any good places?<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>FindRestaurants<|endintent|><|beginbelief|><|endbelief|><|enddst|><|enddsts|><|beginuseraction|>INFORM_INTENT->Restaurants^intent~FindRestaurants<|enduseraction|><|beginaction|>REQUEST->Restaurants^cuisine~|REQUEST->Restaurants^city~<|endaction|><|beginresponse|>What kind of food do you have a taste for? Are you looking for somewhere near by?<|endresponse|><|endtarget|>"
"1_00063","2","<|begincontext|><|user|>I am looking for somewhere to eat? Do you know of any good places?<|system|>What kind of food do you have a taste for? Are you looking for somewhere near by?<|beginlastuserutterance|>I was thinking in Petaluma. Preferably a Pizza place.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>FindRestaurants<|endintent|><|beginbelief|>Restaurants^city->Petaluma|Restaurants^cuisine->Pizza<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>INFORM->Restaurants^city~Petaluma|INFORM->Restaurants^cuisine~Pizza<|enduseraction|><|beginaction|>OFFER->Restaurants^restaurant_name~Brixx Pizzeria|OFFER->Restaurants^city~Petaluma|INFORM_COUNT->Restaurants^count~4<|endaction|><|beginresponse|>I've found 4 in Petaluma, Brixx Pizzeria is a nice restaurant.<|endresponse|><|endtarget|>"
"1_00063","3","<|begincontext|><|user|>I am looking for somewhere to eat? Do you know of any good places?<|system|>What kind of food do you have a taste for? Are you looking for somewhere near by?<|user|>I was thinking in Petaluma. Preferably a Pizza place.<|system|>I've found 4 in Petaluma, Brixx Pizzeria is a nice restaurant.<|beginlastuserutterance|>Are there any others?<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>FindRestaurants<|endintent|><|beginbelief|>Restaurants^city->Petaluma|Restaurants^cuisine->Pizza<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>REQUEST_ALTS->Restaurants^~<|enduseraction|><|beginaction|>OFFER->Restaurants^restaurant_name~Cucina Paradiso|OFFER->Restaurants^city~Petaluma<|endaction|><|beginresponse|>Cucina Paradiso is also a nice one in Petaluma.<|endresponse|><|endtarget|>"
"1_00063","4","<|begincontext|><|user|>I am looking for somewhere to eat? Do you know of any good places?<|system|>What kind of food do you have a taste for? Are you looking for somewhere near by?<|user|>I was thinking in Petaluma. Preferably a Pizza place.<|system|>I've found 4 in Petaluma, Brixx Pizzeria is a nice restaurant.<|user|>Are there any others?<|system|>Cucina Paradiso is also a nice one in Petaluma.<|beginlastuserutterance|>Any other suggestions?<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>FindRestaurants<|endintent|><|beginbelief|>Restaurants^city->Petaluma|Restaurants^cuisine->Pizza<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>REQUEST_ALTS->Restaurants^~<|enduseraction|><|beginaction|>OFFER->Restaurants^restaurant_name~Risibisi|OFFER->Restaurants^city~Petaluma<|endaction|><|beginresponse|>Risibisi is another nice restaurant in Petaluma.<|endresponse|><|endtarget|>"
"1_00063","5","<|begincontext|><|user|>I am looking for somewhere to eat? Do you know of any good places?<|system|>What kind of food do you have a taste for? Are you looking for somewhere near by?<|user|>I was thinking in Petaluma. Preferably a Pizza place.<|system|>I've found 4 in Petaluma, Brixx Pizzeria is a nice restaurant.<|user|>Are there any others?<|system|>Cucina Paradiso is also a nice one in Petaluma.<|user|>Any other suggestions?<|system|>Risibisi is another nice restaurant in Petaluma.<|beginlastuserutterance|>Is it an inexpensive restaurant? What is the address?<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>FindRestaurants<|endintent|><|beginrequestedslots|>Restaurants^price_range|Restaurants^street_address<|endrequestedslots|><|beginbelief|>Restaurants^city->Petaluma|Restaurants^cuisine->Pizza<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>REQUEST->Restaurants^price_range~inexpensive|REQUEST->Restaurants^street_address~<|enduseraction|><|beginaction|>INFORM->Restaurants^price_range~moderate|INFORM->Restaurants^street_address~154 Petaluma Boulevard North<|endaction|><|beginresponse|>Their prices are moderate. The address is 154 Petaluma Boulevard North.<|endresponse|><|endtarget|>"
"1_00063","6","<|begincontext|><|user|>I am looking for somewhere to eat? Do you know of any good places?<|system|>What kind of food do you have a taste for? Are you looking for somewhere near by?<|user|>I was thinking in Petaluma. Preferably a Pizza place.<|system|>I've found 4 in Petaluma, Brixx Pizzeria is a nice restaurant.<|user|>Are there any others?<|system|>Cucina Paradiso is also a nice one in Petaluma.<|user|>Any other suggestions?<|system|>Risibisi is another nice restaurant in Petaluma.<|user|>Is it an inexpensive restaurant? What is the address?<|system|>Their prices are moderate. The address is 154 Petaluma Boulevard North.<|beginlastuserutterance|>That sounds like a good choice.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>FindRestaurants<|endintent|><|beginbelief|>Restaurants^city->Petaluma|Restaurants^cuisine->Pizza|Restaurants^restaurant_name->Risibisi<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>SELECT->Restaurants^~<|enduseraction|><|beginaction|>OFFER_INTENT->Restaurants^intent~ReserveRestaurant<|endaction|><|beginresponse|>Would you like me to make a table reservation?<|endresponse|><|endtarget|>"
"1_00063","7","<|begincontext|><|user|>I am looking for somewhere to eat? Do you know of any good places?<|system|>What kind of food do you have a taste for? Are you looking for somewhere near by?<|user|>I was thinking in Petaluma. Preferably a Pizza place.<|system|>I've found 4 in Petaluma, Brixx Pizzeria is a nice restaurant.<|user|>Are there any others?<|system|>Cucina Paradiso is also a nice one in Petaluma.<|user|>Any other suggestions?<|system|>Risibisi is another nice restaurant in Petaluma.<|user|>Is it an inexpensive restaurant? What is the address?<|system|>Their prices are moderate. The address is 154 Petaluma Boulevard North.<|user|>That sounds like a good choice.<|system|>Would you like me to make a table reservation?<|beginlastuserutterance|>Yes. Reserve it for half past 1 in the afternoon.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>ReserveRestaurant<|endintent|><|beginbelief|>Restaurants^city->Petaluma|Restaurants^cuisine->Pizza|Restaurants^restaurant_name->Risibisi|Restaurants^time->half past 1 in the afternoon<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>AFFIRM_INTENT->Restaurants^~|INFORM->Restaurants^time~half past 1 in the afternoon<|enduseraction|><|beginaction|>CONFIRM->Restaurants^restaurant_name~risibisi|CONFIRM->Restaurants^city~Petaluma|CONFIRM->Restaurants^time~1:30 pm|CONFIRM->Restaurants^date~today|CONFIRM->Restaurants^party_size~2<|endaction|><|beginresponse|>Please confirm that you are booking a table at risibisi in Petaluma. Your reservation will be at 1:30 pm. Set for today for 2 people.<|endresponse|><|endtarget|>"
"1_00063","8","<|begincontext|><|user|>I am looking for somewhere to eat? Do you know of any good places?<|system|>What kind of food do you have a taste for? Are you looking for somewhere near by?<|user|>I was thinking in Petaluma. Preferably a Pizza place.<|system|>I've found 4 in Petaluma, Brixx Pizzeria is a nice restaurant.<|user|>Are there any others?<|system|>Cucina Paradiso is also a nice one in Petaluma.<|user|>Any other suggestions?<|system|>Risibisi is another nice restaurant in Petaluma.<|user|>Is it an inexpensive restaurant? What is the address?<|system|>Their prices are moderate. The address is 154 Petaluma Boulevard North.<|user|>That sounds like a good choice.<|system|>Would you like me to make a table reservation?<|user|>Yes. Reserve it for half past 1 in the afternoon.<|system|>Please confirm that you are booking a table at risibisi in Petaluma. Your reservation will be at 1:30 pm. Set for today for 2 people.<|beginlastuserutterance|>That works for me. Do they serve alcohol?<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>ReserveRestaurant<|endintent|><|beginrequestedslots|>Restaurants^serves_alcohol<|endrequestedslots|><|beginbelief|>Restaurants^city->Petaluma|Restaurants^cuisine->Pizza|Restaurants^date->today|Restaurants^party_size->2|Restaurants^restaurant_name->Risibisi~risibisi|Restaurants^time->1:30 pm~half past 1 in the afternoon<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>REQUEST->Restaurants^serves_alcohol~|AFFIRM->Restaurants^~<|enduseraction|><|beginaction|>INFORM->Restaurants^serves_alcohol~True|NOTIFY_SUCCESS->Restaurants^~<|endaction|><|beginresponse|>Your table is reserved. Yes they serve alcohol.<|endresponse|><|endtarget|>"
"1_00063","9","<|begincontext|><|user|>I am looking for somewhere to eat? Do you know of any good places?<|system|>What kind of food do you have a taste for? Are you looking for somewhere near by?<|user|>I was thinking in Petaluma. Preferably a Pizza place.<|system|>I've found 4 in Petaluma, Brixx Pizzeria is a nice restaurant.<|user|>Are there any others?<|system|>Cucina Paradiso is also a nice one in Petaluma.<|user|>Any other suggestions?<|system|>Risibisi is another nice restaurant in Petaluma.<|user|>Is it an inexpensive restaurant? What is the address?<|system|>Their prices are moderate. The address is 154 Petaluma Boulevard North.<|user|>That sounds like a good choice.<|system|>Would you like me to make a table reservation?<|user|>Yes. Reserve it for half past 1 in the afternoon.<|system|>Please confirm that you are booking a table at risibisi in Petaluma. Your reservation will be at 1:30 pm. Set for today for 2 people.<|user|>That works for me. Do they serve alcohol?<|system|>Your table is reserved. Yes they serve alcohol.<|beginlastuserutterance|>What number can I reach them at? Do they have live music?<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>ReserveRestaurant<|endintent|><|beginrequestedslots|>Restaurants^has_live_music|Restaurants^phone_number<|endrequestedslots|><|beginbelief|>Restaurants^city->Petaluma|Restaurants^cuisine->Pizza|Restaurants^date->today|Restaurants^party_size->2|Restaurants^restaurant_name->Risibisi~risibisi|Restaurants^time->1:30 pm~half past 1 in the afternoon<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>REQUEST->Restaurants^phone_number~|REQUEST->Restaurants^has_live_music~<|enduseraction|><|beginaction|>INFORM->Restaurants^phone_number~707-766-7600|INFORM->Restaurants^has_live_music~False<|endaction|><|beginresponse|>The phone number is 707-766-7600. They do not have live music.<|endresponse|><|endtarget|>"
"1_00063","10","<|begincontext|><|user|>I am looking for somewhere to eat? Do you know of any good places?<|system|>What kind of food do you have a taste for? Are you looking for somewhere near by?<|user|>I was thinking in Petaluma. Preferably a Pizza place.<|system|>I've found 4 in Petaluma, Brixx Pizzeria is a nice restaurant.<|user|>Are there any others?<|system|>Cucina Paradiso is also a nice one in Petaluma.<|user|>Any other suggestions?<|system|>Risibisi is another nice restaurant in Petaluma.<|user|>Is it an inexpensive restaurant? What is the address?<|system|>Their prices are moderate. The address is 154 Petaluma Boulevard North.<|user|>That sounds like a good choice.<|system|>Would you like me to make a table reservation?<|user|>Yes. Reserve it for half past 1 in the afternoon.<|system|>Please confirm that you are booking a table at risibisi in Petaluma. Your reservation will be at 1:30 pm. Set for today for 2 people.<|user|>That works for me. Do they serve alcohol?<|system|>Your table is reserved. Yes they serve alcohol.<|user|>What number can I reach them at? Do they have live music?<|system|>The phone number is 707-766-7600. They do not have live music.<|beginlastuserutterance|>Thanks. That is all.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>ReserveRestaurant<|endintent|><|beginbelief|>Restaurants^city->Petaluma|Restaurants^cuisine->Pizza|Restaurants^date->today|Restaurants^party_size->2|Restaurants^restaurant_name->Risibisi~risibisi|Restaurants^time->1:30 pm~half past 1 in the afternoon<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>THANK_YOU->Restaurants^~|GOODBYE->Restaurants^~<|enduseraction|><|beginaction|>GOODBYE->Restaurants^~<|endaction|><|beginresponse|>Have a great day.<|endresponse|><|endtarget|>"
"1_00064","1","<|begincontext|><|beginlastuserutterance|>I need a place to eat.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>FindRestaurants<|endintent|><|beginbelief|><|endbelief|><|enddst|><|enddsts|><|beginuseraction|>INFORM_INTENT->Restaurants^intent~FindRestaurants<|enduseraction|><|beginaction|>REQUEST->Restaurants^cuisine~Mexican~American|REQUEST->Restaurants^city~<|endaction|><|beginresponse|>In which city should I search and what type of food are you interested in. Please specify if you want American, Mexican or something else.<|endresponse|><|endtarget|>"
"1_00064","2","<|begincontext|><|user|>I need a place to eat.<|system|>In which city should I search and what type of food are you interested in. Please specify if you want American, Mexican or something else.<|beginlastuserutterance|>I'm looking for brunch in San Fran.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>FindRestaurants<|endintent|><|beginbelief|>Restaurants^city->San Fran|Restaurants^cuisine->brunch<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>INFORM->Restaurants^city~San Fran|INFORM->Restaurants^cuisine~brunch<|enduseraction|><|beginaction|>OFFER->Restaurants^restaurant_name~1300 On Fillmore|OFFER->Restaurants^city~San Francisco<|endaction|><|beginresponse|>There is a nice restaurant named 1300 On Fillmore located in San Francisco.<|endresponse|><|endtarget|>"
"1_00064","3","<|begincontext|><|user|>I need a place to eat.<|system|>In which city should I search and what type of food are you interested in. Please specify if you want American, Mexican or something else.<|user|>I'm looking for brunch in San Fran.<|system|>There is a nice restaurant named 1300 On Fillmore located in San Francisco.<|beginlastuserutterance|>Is there a different restaurant you can suggest.<|endlastuserutterance|><|endcontext|>","<|begintarget|><|begindsts|><|begindst|><|beginintent|>FindRestaurants<|endintent|><|beginbelief|>Restaurants^city->San Fran~San Francisco|Restaurants^cuisine->brunch<|endbelief|><|enddst|><|enddsts|><|beginuseraction|>REQUEST_ALTS->Restaurants^~<|enduseraction|><|beginaction|>OFFER->Restaurants^restaurant_name~Absinthe Brasserie & Bar|OFFER->Restaurants^city~San Francisco<|endaction|><|beginresponse|>There is another nice restaurant named the Absinthe Brasserie & Bar in San Francisco.<|endresponse|><|endtarget|>"
